time (s), (volts), (volts), (volts)
5859.30,0.60,0.30,0.30
5859.31,0.60,0.28,0.31
5859.32,0.60,0.25,0.32
5859.33,0.60,0.23,0.33
5859.34,0.60,0.20,0.33
5859.35,0.60,0.17,0.32
5859.36,0.60,0.14,0.31
5859.37,0.60,0.11,0.29
5859.38,0.60,0.07,0.27
5859.39,0.60,0.04,0.24
5859.40,0.60,0.02,0.21
5859.41,0.60,-0.01,0.18
5859.42,0.60,-0.06,0.14
5859.43,0.60,-0.11,0.10
5859.44,0.60,-0.17,0.07
5859.45,0.60,-0.21,0.03
5859.46,0.60,-0.25,-0.01
5859.47,0.60,-0.25,-0.04
5859.48,0.60,-0.26,-0.07
5859.49,0.60,-0.27,-0.10
5859.50,0.60,-0.28,-0.12
5859.51,0.60,-0.28,-0.15
5859.52,0.60,-0.27,-0.17
5859.53,0.60,-0.26,-0.19
5859.54,0.60,-0.25,-0.21
5859.55,0.60,-0.24,-0.23
5859.56,0.60,-0.22,-0.24
5859.57,0.60,-0.20,-0.24
5859.58,0.60,-0.18,-0.25
5859.59,0.60,-0.15,-0.25
5859.60,0.60,-0.13,-0.24
5859.61,0.60,-0.09,-0.23
5859.62,0.60,-0.06,-0.22
5859.63,0.60,-0.02,-0.19
5859.64,0.60,0.02,-0.17
5859.65,0.60,0.06,-0.14
5859.66,0.60,0.11,-0.12
5859.67,0.60,0.15,-0.08
5859.68,0.60,0.20,-0.05
5859.69,0.60,0.24,-0.02
5859.70,0.60,0.27,0.01
5859.71,0.60,0.30,0.05
5859.72,0.60,0.33,0.08
5859.73,0.60,0.34,0.11
5859.74,0.60,0.35,0.14
5859.75,0.60,0.36,0.17
5859.76,0.60,0.36,0.20
5859.77,0.60,0.36,0.23
5859.78,0.60,0.32,0.25
5859.79,0.60,0.31,0.27
5859.80,0.60,0.29,0.29
5859.81,0.60,0.27,0.31
5859.82,0.60,0.25,0.33
5859.83,0.60,0.23,0.33
5859.84,0.60,0.20,0.33
5859.85,0.60,0.17,0.32
5859.86,0.60,0.14,0.31
5859.87,0.60,0.11,0.29
5859.88,0.60,0.08,0.27
5859.89,0.60,0.03,0.24
5859.90,0.60,0.02,0.21
5859.91,0.60,0.00,0.18
5859.92,0.60,-0.07,0.14
5859.93,0.60,-0.11,0.11
5859.94,0.60,-0.17,0.07
5859.95,0.60,-0.21,0.03
5859.96,0.60,-0.24,-0.01
5859.97,0.60,-0.24,-0.04
5859.98,0.60,-0.26,-0.07
5859.99,0.60,-0.27,-0.10
5860.00,0.60,-0.28,-0.12
5860.01,0.60,-0.28,-0.15
5860.02,0.60,-0.28,-0.17
5860.03,0.60,-0.26,-0.19
5860.04,0.60,-0.25,-0.21
5860.05,0.60,-0.24,-0.23
5860.06,0.60,-0.22,-0.24
5860.07,0.60,-0.20,-0.24
5860.08,0.60,-0.18,-0.25
5860.09,0.60,-0.16,-0.25
5860.10,0.60,-0.13,-0.24
5860.11,0.60,-0.10,-0.23
5860.12,0.60,-0.06,-0.21
5860.13,0.60,-0.02,-0.19
5860.14,0.60,0.02,-0.17
5860.15,0.60,0.06,-0.14
5860.16,0.60,0.11,-0.11
5860.17,0.60,0.16,-0.09
5860.18,0.60,0.20,-0.06
5860.19,0.60,0.24,-0.02
5860.20,0.60,0.28,0.01
5860.21,0.60,0.31,0.04
5860.22,0.60,0.33,0.08
5860.23,0.60,0.35,0.11
5860.24,0.60,0.36,0.14
5860.25,0.60,0.36,0.17
5860.26,0.60,0.37,0.20
5860.27,0.60,0.36,0.23
5860.28,0.60,0.34,0.25
5860.29,0.60,0.31,0.28
5860.30,0.60,0.30,0.29
5860.31,0.60,0.27,0.31
5860.32,0.60,0.26,0.32
5860.33,0.60,0.23,0.33
5860.34,0.60,0.20,0.33
5860.35,0.60,0.17,0.33
5860.36,0.60,0.14,0.31
5860.37,0.60,0.11,0.30
5860.38,0.60,0.07,0.28
5860.39,0.60,0.05,0.25
5860.40,0.60,0.02,0.22
5860.41,0.60,-0.03,0.19
5860.42,0.60,-0.05,0.15
5860.43,0.60,-0.10,0.11
5860.44,0.60,-0.17,0.07
5860.45,0.60,-0.21,0.04
5860.46,0.60,-0.24,0.00
5860.47,0.60,-0.24,-0.04
5860.48,0.60,-0.26,-0.07
5860.49,0.60,-0.28,-0.09
5860.50,0.60,-0.28,-0.12
5860.51,0.60,-0.28,-0.14
5860.52,0.60,-0.28,-0.17
5860.53,0.60,-0.27,-0.19
5860.54,0.60,-0.25,-0.20
5860.55,0.60,-0.24,-0.23
5860.56,0.60,-0.22,-0.23
5860.57,0.60,-0.21,-0.24
5860.58,0.60,-0.19,-0.25
5860.59,0.60,-0.16,-0.25
5860.60,0.60,-0.13,-0.24
5860.61,0.60,-0.10,-0.23
5860.62,0.60,-0.07,-0.22
5860.63,0.60,-0.03,-0.20
5860.64,0.60,0.01,-0.18
5860.65,0.60,0.06,-0.15
5860.66,0.60,0.10,-0.12
5860.67,0.60,0.15,-0.09
5860.68,0.60,0.19,-0.07
5860.69,0.60,0.24,-0.03
5860.70,0.60,0.27,0.00
5860.71,0.60,0.30,0.04
5860.72,0.60,0.33,0.07
5860.73,0.60,0.35,0.10
5860.74,0.60,0.36,0.14
5860.75,0.60,0.36,0.17
5860.76,0.60,0.36,0.20
5860.77,0.60,0.36,0.23
5860.78,0.60,0.33,0.26
5860.79,0.60,0.31,0.28
5860.80,0.60,0.30,0.30
5860.81,0.60,0.28,0.31
5860.82,0.60,0.26,0.33
5860.83,0.60,0.23,0.33
5860.84,0.60,0.21,0.34
5860.85,0.60,0.18,0.33
5860.86,0.60,0.15,0.32
5860.87,0.60,0.11,0.30
5860.88,0.60,0.08,0.28
5860.89,0.60,0.05,0.25
5860.90,0.60,0.02,0.22
5860.91,0.60,-0.03,0.19
5860.92,0.60,-0.04,0.15
5860.93,0.60,-0.09,0.11
5860.94,0.60,-0.15,0.07
5860.95,0.60,-0.21,0.04
5860.96,0.60,-0.24,0.00
5860.97,0.60,-0.24,-0.03
5860.98,0.60,-0.26,-0.06
5860.99,0.60,-0.27,-0.09
5861.00,0.60,-0.28,-0.12
5861.01,0.60,-0.28,-0.14
5861.02,0.60,-0.28,-0.16
5861.03,0.60,-0.27,-0.19
5861.04,0.60,-0.26,-0.20
5861.05,0.60,-0.24,-0.22
5861.06,0.60,-0.23,-0.23
5861.07,0.60,-0.21,-0.24
5861.08,0.60,-0.19,-0.25
5861.09,0.60,-0.16,-0.25
5861.10,0.60,-0.14,-0.24
5861.11,0.60,-0.11,-0.23
5861.12,0.60,-0.07,-0.22
5861.13,0.60,-0.03,-0.20
5861.14,0.60,0.01,-0.18
5861.15,0.60,0.05,-0.15
5861.16,0.60,0.10,-0.12
5861.17,0.60,0.14,-0.09
5861.18,0.60,0.19,-0.06
5861.19,0.60,0.23,-0.03
5861.20,0.60,0.27,0.00
5861.21,0.60,0.30,0.03
5861.22,0.60,0.32,0.07
5861.23,0.60,0.34,0.10
5861.24,0.60,0.35,0.13
5861.25,0.60,0.36,0.16
5861.26,0.60,0.36,0.20
5861.27,0.60,0.36,0.22
5861.28,0.60,0.34,0.25
5861.29,0.60,0.31,0.27
5861.30,0.60,0.29,0.29
5861.31,0.60,0.27,0.30
5861.32,0.60,0.25,0.32
5861.33,0.60,0.23,0.32
5861.34,0.60,0.20,0.33
5861.35,0.60,0.17,0.32
5861.36,0.60,0.14,0.31
5861.37,0.60,0.11,0.30
5861.38,0.60,0.07,0.27
5861.39,0.60,0.04,0.25
5861.40,0.60,0.03,0.22
5861.41,0.60,-0.03,0.18
5861.42,0.60,-0.06,0.14
5861.43,0.60,-0.11,0.11
5861.44,0.60,-0.17,0.07
5861.45,0.60,-0.21,0.03
5861.46,0.60,-0.24,0.00
5861.47,0.60,-0.24,-0.03
5861.48,0.60,-0.26,-0.07
5861.49,0.60,-0.28,-0.09
5861.50,0.60,-0.28,-0.12
5861.51,0.60,-0.28,-0.14
5861.52,0.60,-0.28,-0.16
5861.53,0.60,-0.27,-0.19
5861.54,0.60,-0.26,-0.21
5861.55,0.60,-0.24,-0.22
5861.56,0.60,-0.23,-0.24
5861.57,0.60,-0.20,-0.25
5861.58,0.60,-0.18,-0.25
5861.59,0.60,-0.16,-0.25
5861.60,0.60,-0.13,-0.25
5861.61,0.60,-0.10,-0.23
5861.62,0.60,-0.07,-0.22
5861.63,0.60,-0.03,-0.20
5861.64,0.60,0.01,-0.18
5861.65,0.60,0.05,-0.15
5861.66,0.60,0.10,-0.12
5861.67,0.60,0.14,-0.10
5861.68,0.60,0.19,-0.07
5861.69,0.60,0.23,-0.03
5861.70,0.60,0.26,0.00
5861.71,0.60,0.29,0.03
5861.72,0.60,0.32,0.07
5861.73,0.60,0.34,0.10
5861.74,0.60,0.35,0.13
5861.75,0.60,0.36,0.16
5861.76,0.60,0.36,0.19
5861.77,0.60,0.36,0.22
5861.78,0.60,0.33,0.25
5861.79,0.60,0.31,0.27
5861.80,0.60,0.29,0.29
5861.81,0.60,0.28,0.31
5861.82,0.60,0.25,0.32
5861.83,0.60,0.23,0.32
5861.84,0.60,0.20,0.33
5861.85,0.60,0.17,0.32
5861.86,0.60,0.14,0.31
5861.87,0.60,0.11,0.30
5861.88,0.60,0.08,0.28
5861.89,0.60,0.04,0.25
5861.90,0.60,0.04,0.22
5861.91,0.60,0.00,0.18
5861.92,0.60,-0.06,0.15
5861.93,0.60,-0.10,0.11
5861.94,0.60,-0.17,0.07
5861.95,0.60,-0.21,0.04
5861.96,0.60,-0.24,0.00
5861.97,0.60,-0.24,-0.03
5861.98,0.60,-0.26,-0.06
5861.99,0.60,-0.27,-0.09
5862.00,0.60,-0.28,-0.12
5862.01,0.60,-0.28,-0.14
5862.02,0.60,-0.28,-0.16
5862.03,0.60,-0.26,-0.18
5862.04,0.60,-0.26,-0.20
5862.05,0.60,-0.24,-0.22
5862.06,0.60,-0.23,-0.23
5862.07,0.60,-0.21,-0.24
5862.08,0.60,-0.19,-0.25
5862.09,0.60,-0.16,-0.25
5862.10,0.60,-0.13,-0.25
5862.11,0.60,-0.10,-0.24
5862.12,0.60,-0.07,-0.22
5862.13,0.60,-0.03,-0.20
5862.14,0.60,0.01,-0.18
5862.15,0.60,0.05,-0.16
5862.16,0.60,0.10,-0.13
5862.17,0.60,0.14,-0.10
5862.18,0.60,0.19,-0.07
5862.19,0.60,0.23,-0.04
5862.20,0.60,0.27,-0.01
5862.21,0.60,0.30,0.02
5862.22,0.60,0.32,0.06
5862.23,0.60,0.34,0.09
5862.24,0.60,0.35,0.12
5862.25,0.60,0.36,0.16
5862.26,0.60,0.36,0.18
5862.27,0.60,0.36,0.22
5862.28,0.60,0.35,0.24
5862.29,0.60,0.32,0.26
5862.30,0.60,0.30,0.28
5862.31,0.60,0.28,0.30
5862.32,0.60,0.26,0.32
5862.33,0.60,0.24,0.32
5862.34,0.60,0.21,0.33
5862.35,0.60,0.18,0.32
5862.36,0.60,0.15,0.32
5862.37,0.60,0.12,0.30
5862.38,0.60,0.08,0.28
5862.39,0.60,0.05,0.25
5862.40,0.59,0.04,0.22
5862.41,0.60,0.00,0.19
5862.42,0.60,-0.04,0.15
5862.43,0.60,-0.10,0.11
5862.44,0.60,-0.15,0.07
5862.45,0.60,-0.20,0.03
5862.46,0.60,-0.23,0.00
5862.47,0.60,-0.23,-0.03
5862.48,0.60,-0.25,-0.06
5862.49,0.60,-0.26,-0.09
5862.50,0.60,-0.27,-0.12
5862.51,0.60,-0.27,-0.14
5862.52,0.60,-0.27,-0.17
5862.53,0.60,-0.26,-0.19
5862.54,0.60,-0.25,-0.20
5862.55,0.60,-0.24,-0.22
5862.56,0.60,-0.22,-0.24
5862.57,0.60,-0.20,-0.24
5862.58,0.60,-0.18,-0.25
5862.59,0.60,-0.16,-0.25
5862.60,0.60,-0.13,-0.25
5862.61,0.60,-0.10,-0.24
5862.62,0.60,-0.07,-0.23
5862.63,0.60,-0.03,-0.21
5862.64,0.60,0.01,-0.18
5862.65,0.60,0.05,-0.16
5862.66,0.60,0.09,-0.13
5862.67,0.60,0.14,-0.10
5862.68,0.60,0.19,-0.08
5862.69,0.60,0.22,-0.04
5862.70,0.60,0.26,-0.01
5862.71,0.60,0.29,0.02
5862.72,0.60,0.32,0.06
5862.73,0.60,0.34,0.09
5862.74,0.60,0.35,0.12
5862.75,0.60,0.36,0.16
5862.76,0.60,0.36,0.18
5862.77,0.60,0.36,0.21
5862.78,0.60,0.35,0.24
5862.79,0.60,0.31,0.26
5862.80,0.60,0.30,0.28
5862.81,0.60,0.28,0.30
5862.82,0.60,0.26,0.32
5862.83,0.60,0.24,0.33
5862.84,0.60,0.21,0.33
5862.85,0.60,0.18,0.33
5862.86,0.60,0.15,0.32
5862.87,0.60,0.12,0.31
5862.88,0.60,0.09,0.28
5862.89,0.60,0.07,0.26
5862.90,0.60,0.05,0.23
5862.91,0.60,0.00,0.19
5862.92,0.60,-0.03,0.15
5862.93,0.60,-0.09,0.11
5862.94,0.60,-0.16,0.08
5862.95,0.60,-0.20,0.04
5862.96,0.60,-0.23,0.00
5862.97,0.60,-0.23,-0.03
5862.98,0.60,-0.25,-0.06
5862.99,0.60,-0.27,-0.09
5863.00,0.60,-0.28,-0.12
5863.01,0.60,-0.28,-0.14
5863.02,0.60,-0.28,-0.16
5863.03,0.60,-0.27,-0.18
5863.04,0.60,-0.26,-0.20
5863.05,0.60,-0.25,-0.22
5863.06,0.60,-0.23,-0.23
5863.07,0.60,-0.21,-0.24
5863.08,0.60,-0.19,-0.25
5863.09,0.60,-0.17,-0.25
5863.10,0.60,-0.14,-0.24
5863.11,0.60,-0.11,-0.23
5863.12,0.60,-0.08,-0.22
5863.13,0.60,-0.04,-0.20
5863.14,0.60,0.00,-0.18
5863.15,0.60,0.04,-0.16
5863.16,0.60,0.09,-0.13
5863.17,0.60,0.13,-0.10
5863.18,0.60,0.18,-0.07
5863.19,0.60,0.22,-0.04
5863.20,0.60,0.26,-0.01
5863.21,0.60,0.29,0.03
5863.22,0.60,0.32,0.06
5863.23,0.60,0.34,0.09
5863.24,0.60,0.35,0.13
5863.25,0.60,0.37,0.16
5863.26,0.60,0.36,0.19
5863.27,0.60,0.36,0.22
5863.28,0.60,0.36,0.25
5863.29,0.60,0.33,0.27
5863.30,0.60,0.30,0.29
5863.31,0.60,0.29,0.31
5863.32,0.60,0.26,0.32
5863.33,0.60,0.24,0.34
5863.34,0.60,0.22,0.33
5863.35,0.60,0.19,0.33
5863.36,0.60,0.16,0.33
5863.37,0.60,0.12,0.31
5863.38,0.60,0.09,0.29
5863.39,0.60,0.05,0.26
5863.40,0.60,0.06,0.23
5863.41,0.60,0.01,0.16
5863.42,0.60,-0.03,0.14
5863.43,0.60,-0.09,0.12
5863.44,0.60,-0.15,0.08
5863.45,0.60,-0.20,0.04
5863.46,0.60,-0.23,0.00
5863.47,0.60,-0.24,-0.03
5863.48,0.60,-0.25,-0.06
5863.49,0.60,-0.27,-0.09
5863.50,0.60,-0.28,-0.11
5863.51,0.60,-0.28,-0.14
5863.52,0.60,-0.28,-0.16
5863.53,0.60,-0.27,-0.18
5863.54,0.60,-0.26,-0.20
5863.55,0.60,-0.25,-0.22
5863.56,0.60,-0.23,-0.23
5863.57,0.60,-0.21,-0.24
5863.58,0.60,-0.19,-0.24
5863.59,0.60,-0.17,-0.24
5863.60,0.60,-0.14,-0.24
5863.61,0.60,-0.11,-0.23
5863.62,0.60,-0.08,-0.22
5863.63,0.60,-0.04,-0.20
5863.64,0.60,0.00,-0.18
5863.65,0.60,0.04,-0.15
5863.66,0.60,0.09,-0.12
5863.67,0.60,0.13,-0.10
5863.68,0.60,0.17,-0.07
5863.69,0.60,0.21,-0.04
5863.70,0.60,0.25,0.00
5863.71,0.60,0.28,0.03
5863.72,0.60,0.31,0.06
5863.73,0.60,0.33,0.10
5863.74,0.60,0.35,0.13
5863.75,0.60,0.36,0.16
5863.76,0.60,0.36,0.19
5863.77,0.60,0.36,0.22
5863.78,0.60,0.35,0.25
5863.79,0.60,0.32,0.27
5863.80,0.60,0.30,0.29
5863.81,0.60,0.28,0.31
5863.82,0.60,0.26,0.32
5863.83,0.60,0.24,0.34
5863.84,0.60,0.21,0.34
5863.85,0.60,0.18,0.34
5863.86,0.60,0.15,0.33
5863.87,0.60,0.12,0.31
5863.88,0.60,0.08,0.29
5863.89,0.60,0.06,0.27
5863.90,0.60,0.05,0.24
5863.91,0.60,0.00,0.18
5863.92,0.60,-0.05,0.14
5863.93,0.60,-0.08,0.13
5863.94,0.60,-0.14,0.09
5863.95,0.60,-0.20,0.05
5863.96,0.60,-0.23,0.01
5863.97,0.60,-0.25,-0.02
5863.98,0.60,-0.25,-0.06
5863.99,0.60,-0.27,-0.08
5864.00,0.60,-0.28,-0.11
5864.01,0.60,-0.28,-0.13
5864.02,0.60,-0.28,-0.16
5864.03,0.60,-0.28,-0.18
5864.04,0.60,-0.27,-0.20
5864.05,0.60,-0.25,-0.22
5864.06,0.60,-0.24,-0.23
5864.07,0.60,-0.22,-0.24
5864.08,0.60,-0.20,-0.24
5864.09,0.60,-0.18,-0.24
5864.10,0.60,-0.15,-0.24
5864.11,0.60,-0.12,-0.23
5864.12,0.60,-0.09,-0.22
5864.13,0.60,-0.05,-0.20
5864.14,0.60,-0.01,-0.18
5864.15,0.60,0.04,-0.15
5864.16,0.60,0.08,-0.13
5864.17,0.60,0.12,-0.10
5864.18,0.60,0.17,-0.07
5864.19,0.60,0.21,-0.04
5864.20,0.60,0.25,0.00
5864.21,0.60,0.28,0.03
5864.22,0.60,0.31,0.07
5864.23,0.60,0.33,0.10
5864.24,0.60,0.35,0.13
5864.25,0.60,0.36,0.17
5864.26,0.60,0.36,0.20
5864.27,0.60,0.36,0.23
5864.28,0.60,0.35,0.25
5864.29,0.60,0.33,0.28
5864.30,0.60,0.30,0.30
5864.31,0.60,0.29,0.31
5864.32,0.60,0.26,0.33
5864.33,0.60,0.24,0.34
5864.34,0.60,0.21,0.34
5864.35,0.60,0.18,0.34
5864.36,0.60,0.15,0.33
5864.37,0.60,0.12,0.31
5864.38,0.60,0.09,0.29
5864.39,0.60,0.05,0.27
5864.40,0.60,0.03,0.23
5864.41,0.60,-0.01,0.19
5864.42,0.60,-0.05,0.16
5864.43,0.60,-0.09,0.12
5864.44,0.60,-0.16,0.08
5864.45,0.60,-0.20,0.04
5864.46,0.60,-0.23,0.01
5864.47,0.60,-0.23,-0.03
5864.48,0.60,-0.25,-0.06
5864.49,0.60,-0.27,-0.09
5864.50,0.60,-0.28,-0.11
5864.51,0.60,-0.28,-0.14
5864.52,0.60,-0.28,-0.16
5864.53,0.60,-0.27,-0.18
5864.54,0.60,-0.26,-0.20
5864.55,0.60,-0.25,-0.22
5864.56,0.60,-0.23,-0.23
5864.57,0.60,-0.22,-0.24
5864.58,0.60,-0.19,-0.24
5864.59,0.60,-0.17,-0.24
5864.60,0.60,-0.14,-0.24
5864.61,0.60,-0.11,-0.23
5864.62,0.60,-0.08,-0.22
5864.63,0.60,-0.05,-0.20
5864.64,0.60,0.00,-0.18
5864.65,0.60,0.04,-0.15
5864.66,0.60,0.08,-0.12
5864.67,0.60,0.13,-0.09
5864.68,0.60,0.17,-0.06
5864.69,0.60,0.22,-0.03
5864.70,0.60,0.25,0.00
5864.71,0.60,0.29,0.04
5864.72,0.60,0.31,0.07
5864.73,0.60,0.34,0.10
5864.74,0.60,0.35,0.14
5864.75,0.60,0.36,0.17
5864.76,0.60,0.37,0.20
5864.77,0.60,0.36,0.23
5864.78,0.60,0.36,0.26
5864.79,0.60,0.32,0.28
5864.80,0.60,0.31,0.29
5864.81,0.60,0.28,0.31
5864.82,0.60,0.27,0.33
5864.83,0.60,0.24,0.33
5864.84,0.60,0.22,0.34
5864.85,0.60,0.19,0.34
5864.86,0.60,0.16,0.33
5864.87,0.60,0.13,0.31
5864.88,0.60,0.09,0.29
5864.89,0.60,0.06,0.26
5864.90,0.60,0.05,0.22
5864.91,0.60,0.03,0.15
5864.92,0.60,-0.03,0.14
5864.93,0.60,-0.07,0.12
5864.94,0.60,-0.14,0.08
5864.95,0.60,-0.18,0.04
5864.96,0.60,-0.22,0.00
5864.97,0.60,-0.23,-0.03
5864.98,0.60,-0.24,-0.07
5864.99,0.60,-0.26,-0.09
5865.00,0.60,-0.27,-0.12
5865.01,0.60,-0.27,-0.15
5865.02,0.60,-0.27,-0.17
5865.03,0.60,-0.26,-0.19
5865.04,0.60,-0.26,-0.21
5865.05,0.60,-0.24,-0.22
5865.06,0.60,-0.23,-0.24
5865.07,0.60,-0.21,-0.25
5865.08,0.60,-0.19,-0.25
5865.09,0.60,-0.17,-0.25
5865.10,0.60,-0.14,-0.25
5865.11,0.60,-0.11,-0.24
5865.12,0.60,-0.08,-0.22
5865.13,0.60,-0.04,-0.21
5865.14,0.60,0.00,-0.18
5865.15,0.60,0.04,-0.15
5865.16,0.60,0.09,-0.13
5865.17,0.60,0.13,-0.10
5865.18,0.60,0.18,-0.07
5865.19,0.60,0.22,-0.03
5865.20,0.60,0.26,-0.01
5865.21,0.60,0.29,0.03
5865.22,0.60,0.32,0.07
5865.23,0.60,0.34,0.10
5865.24,0.60,0.36,0.14
5865.25,0.60,0.37,0.17
5865.26,0.60,0.37,0.20
5865.27,0.60,0.37,0.23
5865.28,0.60,0.37,0.25
5865.29,0.60,0.34,0.28
5865.30,0.60,0.31,0.30
5865.31,0.60,0.30,0.31
5865.32,0.60,0.27,0.33
5865.33,0.60,0.25,0.34
5865.34,0.60,0.22,0.34
5865.35,0.60,0.20,0.33
5865.36,0.60,0.16,0.32
5865.37,0.60,0.13,0.31
5865.38,0.60,0.10,0.29
5865.39,0.60,0.06,0.26
5865.40,0.60,0.03,0.22
5865.41,0.60,0.02,0.14
5865.42,0.60,-0.01,0.15
5865.43,0.60,-0.06,0.12
5865.44,0.60,-0.13,0.07
5865.45,0.60,-0.18,0.03
5865.46,0.60,-0.22,-0.01
5865.47,0.60,-0.22,-0.04
5865.48,0.60,-0.24,-0.07
5865.49,0.60,-0.26,-0.10
5865.50,0.60,-0.27,-0.12
5865.51,0.60,-0.27,-0.15
5865.52,0.60,-0.27,-0.17
5865.53,0.60,-0.26,-0.19
5865.54,0.60,-0.26,-0.21
5865.55,0.60,-0.24,-0.23
5865.56,0.60,-0.23,-0.24
5865.57,0.60,-0.21,-0.24
5865.58,0.60,-0.19,-0.25
5865.59,0.60,-0.16,-0.25
5865.60,0.60,-0.14,-0.25
5865.61,0.60,-0.11,-0.24
5865.62,0.60,-0.07,-0.22
5865.63,0.60,-0.04,-0.20
5865.64,0.60,0.00,-0.18
5865.65,0.60,0.04,-0.16
5865.66,0.60,0.09,-0.13
5865.67,0.60,0.13,-0.10
5865.68,0.60,0.18,-0.07
5865.69,0.60,0.22,-0.03
5865.70,0.60,0.26,0.00
5865.71,0.60,0.29,0.03
5865.72,0.60,0.32,0.07
5865.73,0.60,0.34,0.10
5865.74,0.60,0.36,0.14
5865.75,0.60,0.37,0.17
5865.76,0.60,0.38,0.20
5865.77,0.60,0.38,0.23
5865.78,0.60,0.37,0.26
5865.79,0.60,0.33,0.28
5865.80,0.60,0.32,0.30
5865.81,0.60,0.30,0.31
5865.82,0.60,0.28,0.33
5865.83,0.60,0.25,0.34
5865.84,0.60,0.22,0.34
5865.85,0.60,0.20,0.33
5865.86,0.60,0.17,0.32
5865.87,0.60,0.13,0.30
5865.88,0.60,0.10,0.28
5865.89,0.60,0.06,0.25
5865.90,0.60,0.02,0.19
5865.91,0.60,0.00,0.14
5865.92,0.60,-0.03,0.12
5865.93,0.60,-0.07,0.11
5865.94,0.60,-0.14,0.07
5865.95,0.60,-0.18,0.03
5865.96,0.60,-0.21,-0.01
5865.97,0.60,-0.23,-0.04
5865.98,0.60,-0.24,-0.08
5865.99,0.60,-0.26,-0.11
5866.00,0.60,-0.27,-0.13
5866.01,0.60,-0.27,-0.15
5866.02,0.60,-0.27,-0.17
5866.03,0.60,-0.26,-0.19
5866.04,0.60,-0.25,-0.21
5866.05,0.60,-0.24,-0.23
5866.06,0.60,-0.23,-0.24
5866.07,0.60,-0.21,-0.25
5866.08,0.60,-0.19,-0.25
5866.09,0.60,-0.16,-0.25
5866.10,0.60,-0.14,-0.25
5866.11,0.60,-0.10,-0.24
5866.12,0.60,-0.08,-0.22
5866.13,0.60,-0.04,-0.20
5866.14,0.60,-0.01,-0.18
5866.15,0.60,0.04,-0.15
5866.16,0.60,0.09,-0.13
5866.17,0.60,0.13,-0.10
5866.18,0.60,0.17,-0.07
5866.19,0.60,0.22,-0.03
5866.20,0.60,0.25,0.00
5866.21,0.60,0.29,0.04
5866.22,0.60,0.32,0.07
5866.23,0.60,0.34,0.10
5866.24,0.60,0.36,0.14
5866.25,0.60,0.37,0.17
5866.26,0.60,0.37,0.21
5866.27,0.60,0.37,0.23
5866.28,0.60,0.37,0.26
5866.29,0.60,0.34,0.28
5866.30,0.60,0.31,0.30
5866.31,0.60,0.29,0.32
5866.32,0.60,0.27,0.33
5866.33,0.60,0.25,0.35
5866.34,0.60,0.22,0.34
5866.35,0.60,0.19,0.34
5866.36,0.60,0.16,0.32
5866.37,0.60,0.13,0.31
5866.38,0.60,0.09,0.28
5866.39,0.60,0.05,0.26
5866.40,0.60,0.04,0.20
5866.41,0.60,0.02,0.14
5866.42,0.60,-0.02,0.10
5866.43,0.60,-0.07,0.08
5866.44,0.60,-0.15,0.07
5866.45,0.60,-0.19,0.03
5866.46,0.60,-0.22,-0.01
5866.47,0.60,-0.22,-0.04
5866.48,0.60,-0.24,-0.07
5866.49,0.60,-0.26,-0.10
5866.50,0.60,-0.27,-0.12
5866.51,0.60,-0.27,-0.15
5866.52,0.60,-0.27,-0.17
5866.53,0.60,-0.27,-0.19
5866.54,0.60,-0.25,-0.21
5866.55,0.60,-0.24,-0.23
5866.56,0.60,-0.22,-0.24
5866.57,0.60,-0.21,-0.24
5866.58,0.60,-0.18,-0.25
5866.59,0.60,-0.16,-0.25
5866.60,0.60,-0.13,-0.24
5866.61,0.60,-0.10,-0.23
5866.62,0.60,-0.07,-0.22
5866.63,0.60,-0.04,-0.20
5866.64,0.60,0.00,-0.18
5866.65,0.59,0.04,-0.15
5866.66,0.60,0.09,-0.12
5866.67,0.60,0.13,-0.09
5866.68,0.60,0.17,-0.06
